player,start_yr,end_yr,pos,team,age,yrs,dollars,average_salary,guaranteed_at_signing,practical_guarantees,percent_gtd,free_agent
Khalil Mack,2018,2024,OLB,CHI,28,6,141000000,23500000,60000000,90000000,63.83,2025
Aaron Donald,2018,2024,DT,LAR,27,6,135000000,22500000,50000000,86892000,64.36,2025
Von Miller,2016,2021,OLB,DEN,30,6,114100000,19016667,42000000,70000000,61.35,2022
DeMarcus Lawrence,2019,2023,DE,DAL,27,5,105000000,21000000,48000000,65000000,61.9,2024
Frank Clark,2019,2023,DE,KC,25,5,104000000,20800000,43805000,62305000,59.91,2024
Fletcher Cox,2016,2022,DT,PHI,28,6,102600000,17100000,36299000,63299000,61.69,2023
J.J. Watt,2014,2021,DE,HOU,30,6,100005425,16667571,30881810,51876000,51.87,2022
Gerald McCoy,2015,2021,DT,TB,31,6,95200000,15866667,14757308,51500000,54.1,2022
Trey Flowers,2019,2023,DE,DET,25,5,90000000,18000000,40000000,56000000,62.22,2024
Dee Ford,2019,2023,OLB,SF,28,5,85500000,17100000,19750000,33350000,39.01,2024
Olivier Vernon,2016,2020,OLB,CLESigned w/NYG,28,5,85000000,17000000,40500000,52500000,61.76,2021
C.J. Mosley,2019,2023,ILB,NYJ,26,5,85000000,17000000,43000000,51000000,60,2024
Landon Collins,2019,2024,FS,WAS,25,6,84000000,14000000,26000000,44500000,52.98,2025
Chandler Jones,2017,2021,DE,ARI,29,5,82500000,16500000,31000000,51000000,61.82,2022
Kawann Short,2017,2021,DT,CAR,30,5,80500000,16100000,35000000,35000000,43.48,2022
Xavien Howard,2019,2024,CB,MIA,25,5,76500000,15300000,0,46000000,60.13,2025
Josh Norman,2016,2020,CB,WAS,31,5,75000000,15000000,36500000,50000000,66.67,2021
Trumaine Johnson,2018,2022,CB,NYJ,29,5,72500000,14500000,34000000,45000000,62.07,2023
Danielle Hunter,2018,2023,DE,MIN,24,5,72000000,14400000,16907000,40000000,55.56,2024
Xavier Rhodes,2017,2022,CB,MIN,28,5,70100000,14020000,22400000,32800000,46.79,2023
Patrick Peterson,2016,2020,CB,ARI,28,5,70050000,14010000,16249114,47368114,67.62,2021
Desmond Trufant,2017,2022,CB,ATL,28,5,68750000,13750000,20776000,41526000,60.4,2023
A.J. Bouye,2017,2021,CB,JAC,27,5,67500000,13500000,26000000,26000000,38.52,2022
Anthony Barr,2019,2023,OLB,MIN,27,5,67500000,13500000,15900000,33000000,48.89,2024
Za'Darius Smith,2019,2022,OLB,GB,26,4,66000000,16500000,20000000,20000000,30.3,2023
Geno Atkins,2018,2022,DT,CIN,31,4,65200000,16300000,17000000,25000000,38.34,2023
Stephon Gilmore,2017,2021,CB,NE,28,5,65000000,13000000,31000000,40000000,61.54,2022
Melvin Ingram,2017,2020,OLB,LAC,30,4,64000000,16000000,34000000,34000000,53.13,2021
Janoris Jenkins,2016,2020,CB,NYG,30,5,62500000,12500000,28800000,28800000,46.08,2021
Jason Pierre-Paul,2017,2020,DE,TBSigned w/NYG,30,4,62000000,15500000,28500000,40000000,64.52,2021
Luke Kuechly,2015,2021,ILB,CAR,28,5,61801565,12360313,27000000,34363324,55.6,2022
Malcolm Butler,2018,2022,CB,TEN,29,5,61250000,12250000,24000000,30000000,48.98,2023
Jurrell Casey,2017,2022,DT,TEN,29,4,60400000,15100000,24000000,40000000,66.23,2023
Stephon Tuitt,2017,2022,DE,PIT,25,5,60001439,12000288,13000000,13000000,21.67,2023
Calais Campbell,2017,2020,DE,JAC,32,4,60000000,15000000,30000000,30000000,50,2021
Reshad Jones,2017,2022,SS,MIA,31,5,60000000,12000000,19885000,35000000,58.33,2023
Cameron Heyward,2015,2020,DE,PIT,30,6,59200000,9866667,15000000,15000000,25.34,2021
Everson Griffen,2017,2022,DE,MIN,31,4,58000000,14500000,18800000,34000000,58.62,2023
Ryan Kerrigan,2015,2020,OLB,WAS,30,5,57500000,11500000,23788000,23788000,41.37,2021
Aqib Talib,2014,2019,CB,LARSigned w/DEN,33,6,57000000,9500000,11500000,25500000,44.74,2020
Kyle Fuller,2018,2021,CB,CHI,27,4,56000000,14000000,19000000,19000000,33.93,2022
Earl Thomas,2019,2022,FS,BAL,30,4,55000000,13750000,32000000,32000000,58.18,2023
Cameron Jordan,2015,2020,DE,NO,29,5,55000000,11000000,22969000,33469000,60.85,2021
Kwon Alexander,2019,2022,ILB,SF,24,4,54000000,13500000,14250000,25500000,47.22,2023
Dre Kirkpatrick,2017,2021,CB,CIN,29,5,52500000,10500000,12000000,12000000,22.86,2022
Brandon Williams,2017,2021,DT,BAL,30,5,52500000,10500000,24500000,33750000,64.29,2022
Preston Smith,2019,2022,OLB,GB,26,4,52000000,13000000,16000000,16000000,30.77,2023
Harrison Smith,2016,2021,FS,MIN,30,5,51250000,10250000,15278000,28578000,55.76,2022
Linval Joseph,2017,2022,DT,MIN,30,4,50350000,12587500,11500000,31500000,62.56,2023
Lavonte David,2015,2020,OLB,TB,29,5,50250000,10050000,5738418,25556418,50.86,2021
Star Lotulelei,2018,2022,DT,BUF,29,5,50000000,10000000,18500000,24650000,49.3,2023
Benardrick McKinney,2018,2023,ILB,HOU,26,5,50000000,10000000,16000000,21000000,42,2024
Eric Kendricks,2018,2023,ILB,MIN,27,5,50000000,10000000,11638080,25000000,50,2024
Darius Slay,2016,2020,CB,DET,28,4,48150000,12037500,23100000,23100000,47.98,2021
Akiem Hicks,2017,2021,DE,CHI,29,4,48000000,12000000,22000000,30000000,62.5,2022
Devin McCourty,2015,2019,FS,NE,31,5,47500000,9500000,22000000,28500000,60,2020
Damon Harrison,2016,2020,DT,DETSigned w/NYG,30,5,46250000,9250000,20000000,24000000,51.89,2021
Telvin Smith,2017,2021,OLB,JAC,28,4,45051175,11262794,15051175,20051175,44.51,2022
Jerry Hughes,2015,2019,DE,BUF,30,5,45000000,9000000,17625000,22000000,48.89,2020
Tyrone Crawford,2015,2020,DT,DAL,29,5,45000000,9000000,17425000,24675000,54.83,2021
Anthony Hitchens,2018,2022,ILB,KC,26,5,45000000,9000000,21290000,25090000,55.76,2023
Bobby Wagner,2015,2019,ILB,SEA,28,4,43000000,10750000,19977427,21977427,51.11,2020
Alec Ogletree,2017,2021,ILB,NYGSigned w/LAR,27,4,42750000,10687500,21369000,21369000,49.99,2022
Chris Harris,2015,2019,CB,DEN,29,5,42500000,8500000,10900000,24000000,56.47,2020
Eddie Goldman,2018,2022,DT,CHI,25,4,42040000,10510000,14250000,25000000,59.47,2023
Tyrann Mathieu,2019,2021,FS,KC,26,3,42000000,14000000,26800000,26800000,63.81,2022
LaMarcus Joyner,2019,2022,FS,OAK,28,4,42000000,10500000,16700000,21300000,50.71,2023
Jimmy Smith,2015,2019,CB,BAL,30,4,41102000,10275500,21000000,21000000,51.09,2020
Mike Daniels,2015,2019,DE,GB,30,4,41000000,10250000,12000000,12000000,29.27,2020
Carlos Dunlap,2018,2021,DE,CIN,30,3,40650000,13550000,10000000,14000000,34.44,2022
Brandon Graham,2019,2021,DE,PHI,31,3,40000000,13333333,23500000,27000000,67.5,2022
Nigel Bradham,2018,2022,OLB,PHI,29,5,40000000,8000000,6000000,14000000,35,2023
Christian Kirksey,2017,2021,ILB,CLE,26,4,38000000,9500000,13000000,20000000,52.63,2022
Sheldon Richardson,2019,2021,DT,CLE,28,3,37000000,12333333,15000000,21000000,56.76,2022
Derek Wolfe,2016,2019,DE,DEN,29,4,36700000,9175000,12000000,17500000,47.68,2020
Adrian Amos,2019,2022,FS,GB,26,4,36000000,9000000,12000000,12000000,33.33,2023
Justin Coleman,2019,2022,CB,DET,26,4,36000000,9000000,16000000,17900000,49.72,2023
Dont'a Hightower,2017,2020,ILB,NE,29,4,35500000,8875000,17000000,19000000,53.52,2021
Malcolm Jenkins,2016,2020,FS,PHI,31,4,35000000,8750000,16000000,21000000,60,2021
Rodney McLeod,2016,2019,FS,PHI,28,5,35000000,7000000,13000000,17000000,48.57,2020
Tony Jefferson,2017,2020,SS,BAL,27,4,34000000,8500000,19000000,19000000,55.88,2021
Aaron Colvin,2018,2022,CB,HOU,27,4,34000000,8500000,18000000,18000000,52.94,2023
Jordan Hicks,2019,2022,ILB,ARI,27,4,34000000,8500000,17000000,20000000,58.82,2023
Michael Brockers,2016,2019,DT,LAR,28,3,33250000,11083333,18146000,24396000,73.37,2020
Casey Hayward,2018,2021,CB,LAC,29,3,33250000,11083333,20000000,20000000,60.15,2022
Kareem Jackson,2019,2021,CB,DEN,31,3,33000000,11000000,0,23000000,69.7,2022
Travis Carrie,2018,2021,CB,CLESigned w/CIN,28,4,31000000,7750000,8000000,15500000,50,2022
Micah Hyde,2017,2021,SS,BUF,28,5,30500000,6100000,10300000,14000000,45.9,2022
Myles Garrett,2017,2021,DE,CLE,23,4,30412255,7603064,30412255,30412255,100,2022
Malik Jackson,2019,2021,DT,PHI,29,3,30000000,10000000,17000000,17000000,56.67,2022
Logan Ryan,2017,2019,CB,TEN,28,3,30000000,10000000,12000000,16000000,53.33,2020
Denzel Ward,2018,2021,CB,CLE,22,4,29165356,7291339,29165356,29165356,100,2023
Kiko Alonso,2017,2020,OLB,MIA,28,4,28910000,7227500,15950000,18500000,63.99,2021
Solomon Thomas,2017,2021,DE,SF,23,4,28154366,7038592,28154366,28154366,100,2022
Marcell Dareus,2019,2020,DT,JAC,29,2,28085000,14042500,7835000,7835000,27.9,2021
Dontari Poe,2018,2020,DT,CAR,28,3,28000000,9333333,10800000,13300000,47.5,2021
Danny Trevathan,2016,2019,ILB,CHI,29,4,28000000,7000000,12000000,15500000,55.36,2020
William Gholston,2017,2021,DE,TB,27,5,27500000,5500000,7000000,13500000,49.09,2022
Bradley Chubb,2018,2021,DE,DEN,22,4,27271241,6817810,27271241,27271241,100,2023
Richard Sherman,2018,2020,CB,SF,31,3,27150000,9050000,3000000,7000000,25.78,2021
Joe Haden,2017,2019,CB,PIT,30,3,27000000,9000000,5750000,5750000,21.3,2020
Prince Amukamara,2018,2020,CB,CHI,29,3,27000000,9000000,18000000,18000000,66.67,2021
Bobby McCain,2018,2022,CB,MIA,25,4,27000000,6750000,10710000,13025000,48.24,2023
Malcolm Smith,2017,2019,OLB,SF,29,5,26500000,5300000,11500000,11500000,43.4,2020
Whitney Mercilus,2015,2019,OLB,HOU,28,4,26000000,6500000,10681012,10681012,41.08,2020
Joey Bosa,2016,2020,DE,LACSigned w/SD,23,4,25873685,6468421,25873685,25873685,100,2021
Tavon Young,2019,2022,CB,BAL,25,3,25800000,8600000,13000000,13000000,50.39,2023
Jabaal Sheard,2017,2019,OLB,IND,29,3,25500000,8500000,9500000,12750000,50,2020
Steven Nelson,2019,2021,CB,PIT,26,3,25500000,8500000,7500000,7500000,29.41,2022
Henry Anderson,2019,2021,DE,NYJ,27,3,25200000,8400000,17000000,17000000,67.46,2022
T.J. McDonald,2017,2021,FS,MIA,28,4,24010000,6002500,7204445,10000000,41.65,2022
Justin Houston,2019,2020,DE,IND,30,2,24000000,12000000,18500000,18500000,77.08,2021
Demario Davis,2018,2020,OLB,NO,30,3,24000000,8000000,16000000,16000000,66.67,2021
Kenny Vaccaro,2019,2022,SS,TEN,28,4,24000000,6000000,7250000,11500000,47.92,2023
A.J. Klein,2017,2019,OLB,NO,27,4,24000000,6000000,9400000,9400000,39.17,2020
Brandon Carr,2017,2020,CB,BAL,32,4,23500000,5875000,4000000,4000000,17.02,2021
Jalen Ramsey,2016,2020,CB,JAC,24,4,23351000,5837750,22901000,22901000,98.07,2021
Cameron Wake,2019,2021,DE,TEN,37,3,23000000,7666667,7250000,10750000,46.74,2022
Mario Addison,2017,2019,DE,CAR,31,3,22500000,7500000,9000000,9000000,40,2020
Tashaun Gipson,2019,2021,FS,HOU,28,3,22500000,7500000,11250000,11250000,50,2022
Robert Alford,2019,2021,CB,ARI,30,3,22500000,7500000,8950000,13500000,60,2022
Trent Murphy,2018,2020,DE,BUF,28,3,22500000,7500000,7875000,10375000,46.11,2021
Pierre Desir,2019,2021,CB,IND,28,3,22500000,7500000,9000000,12000000,53.33,2022
Avery Williamson,2018,2020,ILB,NYJ,27,3,22500000,7500000,16000000,16000000,71.11,2021
Jamal Adams,2017,2021,SS,NYJ,23,4,22258738,5564685,22258738,22258738,100,2022
Eric Reid,2019,2021,SS,CAR,27,3,22050000,7350000,9000000,10000000,45.35,2022
Matthew Ioannidis,2019,2022,DE,WAS,25,3,21750000,7250000,11225000,14000000,64.37,2023
DaQuan Jones,2018,2020,DE,TEN,27,3,21000000,7000000,14000000,14000000,66.67,2021
Bryce Callahan,2019,2021,CB,DEN,27,3,21000000,7000000,6500000,10000000,47.62,2022
Shawn Williams,2016,2020,SS,CIN,27,4,20185000,5046250,4000000,4000000,19.82,2021
Patrick Robinson,2018,2021,CB,NO,31,4,20000000,5000000,6000000,10000000,50,2022
Ed Oliver,2019,2023,DT,BUF,21,4,19565156,4891289,19565156,19565156,100,2024
Ricardo Allen,2018,2021,FS,ATL,27,3,19500000,6500000,7414000,10914000,55.97,2022
Tahir Whitehead,2018,2020,OLB,OAK,29,3,19000000,6333333,6275000,6275000,33.03,2021
D.J. Hayden,2018,2020,CB,JAC,28,3,19000000,6333333,9450000,9450000,49.74,2021
Leonard Williams,2015,2019,DE,NYJ,24,4,18630866,4657717,18630866,18630866,100,2020
Vince Williams,2018,2021,ILB,PIT,29,3,18600000,6200000,6700000,6700000,36.02,2022
Quandre Diggs,2018,2021,SS,DET,26,3,18600000,6200000,7500000,9557000,51.38,2022
DeForest Buckner,2016,2020,DT,SF,25,4,18190995,4547749,18190995,18190995,100,2021
Darryl Roberts,2019,2021,CB,NYJ,28,3,18000000,6000000,4000000,4000000,22.22,2022
Alex Okafor,2019,2021,DE,KC,28,3,17900000,5966667,6805000,11505000,64.27,2022
Denico Autry,2018,2020,DE,IND,28,3,17800000,5933333,6500000,6500000,36.52,2021
Devon Kennard,2018,2020,OLB,DET,27,3,17250000,5750000,7500000,8500000,49.28,2021
Duron Harmon,2017,2020,SS,NE,28,4,17000000,4250000,6500000,6500000,38.24,2021
Michael Bennett,2019,2020,DE,NE,33,2,16750000,8375000,4000000,4000000,23.88,2021
Buster Skrine,2019,2021,CB,CHI,30,3,16600000,5533333,8500000,8500000,51.2,2022
Preston Brown,2019,2021,ILB,CIN,26,3,16500000,5500000,4800000,0,0,2022
Minkah Fitzpatrick,2018,2021,S,MIA,22,4,16447773,4111943,16447773,16447773,100,2023
Daniel Sorensen,2017,2020,SS,KC,29,4,16000000,4000000,4000000,4000000,25,2021
Jadeveon Clowney,2019,2019,OLB,HOU,26,1,15967200,15967200,0,0,0,2020
Rashan Gary,2019,2023,DE,GB,21,4,15877312,3969328,15877312,15877312,100,2024
Leonard Floyd,2016,2020,OLB,CHI,26,4,15782861,3945715,15332861,15332861,97.15,2021
Nickell Robey-Coleman,2018,2020,CB,LAR,27,3,15675000,5225000,6625000,8000000,51.04,2021
Abry Jones,2017,2020,DT,JAC,27,4,15500000,3875000,6500000,6500000,41.94,2021
Christian Wilkins,2019,2023,DT,MIA,23,4,15439100,3859775,15439100,15439100,100,2024
Marshon Lattimore,2017,2021,CB,NO,22,4,15359563,3839891,15359563,15359563,100,2022
Lawrence Guy,2017,2020,DE,NE,29,4,15300000,3825000,4900000,4900000,32.03,2021
Grady Jarrett,2019,2019,DT,ATL,26,1,15209000,15209000,15209000,15209000,100,2020
Eli Apple,2016,2019,CB,NOSigned w/NYG,23,4,15152320,3788080,15152320,15152320,100,2020
Kareem Martin,2018,2020,OLB,NYG,27,3,15000000,5000000,5750000,7250000,48.33,2021
Beau Allen,2018,2019,DT,TB,27,3,15000000,5000000,5000000,7250000,48.33,2020
Todd Davis,2018,2020,ILB,DEN,26,3,15000000,5000000,6000000,6000000,40,2021
Malcom Brown,2019,2021,DT,NO,25,3,15000000,5000000,5500000,7500000,50,2022
Vita Vea,2018,2021,DT,TB,24,4,14824238,3706060,14824238,14824238,100,2023
Vic Beasley,2015,2019,DE,ATL,26,4,14495228,3623807,14495228,14495228,100,2020
Da'Ron Payne,2018,2021,DT,WAS,21,4,14418360,3604590,14418360,14418360,100,2023
Vernon Hargreaves,2016,2020,CB,TB,23,4,14177661,3544415,14177661,14177661,100,2021
K.J. Wright,2019,2020,OLB,SEA,29,2,14000000,7000000,6500000,6500000,46.43,2021
Marcus Davenport,2018,2021,DE,NO,22,4,13741895,3435474,13741895,13741895,100,2023
D.J. Swearinger,2017,2019,FS,ARISigned w/WAS,27,3,13500000,4500000,6000000,9000000,66.67,2020
Bradley McDougald,2018,2020,SS,SEA,28,3,13500000,4500000,5500000,6500000,48.15,2021
Justin Ellis,2018,2020,DT,OAK,28,3,13500000,4500000,6250000,8500000,62.96,2021
Haason Reddick,2017,2021,OLB,ARI,24,4,13477966,3369492,13477966,13477966,100,2022
Jordan Poyer,2017,2020,FS,BUF,28,4,13000000,3250000,6000000,7400000,56.92,2021
Jaquiski Tartt,2018,2020,FS,SF,27,2,13000000,6500000,5521865,8521865,65.55,2021
Trae Waynes,2015,2019,CB,MIN,26,4,12944368,3236092,12944368,12944368,100,2020
Derek Barnett,2017,2021,DE,PHI,22,4,12850772,3212693,12850772,12850772,100,2022
Sheldon Rankins,2016,2020,DT,NO,25,4,12801648,3200412,12801648,12801648,100,2021
Tremaine Edmunds,2018,2021,ILB,BUF,21,4,12659544,3164886,12659544,12659544,100,2023
Malik Hooker,2017,2021,S,IND,23,4,12599908,3149977,12599908,12599908,100,2022
Darnell Savage,2019,2023,S,GB,21,4,12480350,3120088,0,0,0,2024
Shamar Stephen,2019,2021,DT,MIN,28,3,12450000,4150000,4900000,6000000,48.19,2022
Derwin James,2018,2021,S,LAC,22,4,12388956,3097239,12388956,12388956,100,2023
Jaire Alexander,2018,2021,CB,GB,22,4,12050687,3012672,12050687,12050687,100,2023
Corey Peters,2017,2020,DT,ARI,30,3,12000000,4000000,4000000,7250000,60.42,2021
Mark Barron,2019,2020,ILB,PIT,29,2,12000000,6000000,5750000,5750000,47.92,2021
Chris Smith,2018,2020,DE,CLE,31,3,12000000,4000000,4500000,4500000,37.5,2021
Dante Fowler Jr.,2019,3019,DE,LAR,24,1,12000000,12000000,12000000,12000000,100,2020
Denzel Perryman,2019,2020,ILB,LAC,25,2,12000000,6000000,4900000,4900000,40.83,2021
Angelo Blackson,2019,2021,DT,HOU,26,3,12000000,4000000,3500000,3500000,29.17,2022
Karl Joseph,2016,2019,SS,OAK,25,4,11884317,2971079,11434317,11434317,96.21,2020
Marlon Humphrey,2017,2021,CB,BAL,22,4,11847480,2961870,11847480,11847480,100,2022
Kyle Van Noy,2017,2019,ILB,NE,28,2,11757095,5878548,5500000,5500000,46.78,2020
Patrick Chung,2019,2021,SS,NE,31,3,11700000,3900000,5100000,5100000,43.59,2022
Jonathan Allen,2017,2021,DE,WAS,24,4,11596377,2899094,11596377,11596377,100,2022
Adoree' Jackson,2017,2021,CB,TEN,23,4,11282783,2820696,11282783,11282783,100,2022
Jarrad Davis,2017,2021,ILB,DET,24,4,10969183,2742296,8543384,8543384,77.89,2022
Charles Harris,2017,2021,DE,MIA,24,4,10843739,2710935,10843739,10843739,100,2022
Keanu Neal,2016,2020,SS,ATL,23,4,10737645,2684411,10737645,10737645,100,2021
Terrell Edmunds,2018,2021,S,PIT,22,4,10697789,2674447,8278999,8278999,77.39,2023
Brandon Mebane,2019,2020,DT,LAC,34,2,10550000,5275000,5250000,5250000,49.76,2021
Eric Weddle,2019,2020,FS,LAR,34,2,10502050,5251025,6251526,6251526,59.53,2021
Thomas Davis,2019,2020,OLB,LAC,36,2,10500000,5250000,5250000,5250000,50,2021
Wesley Woodyard,2017,2019,ILB,TEN,32,3,10500000,3500000,2000000,2000000,19.05,2020
B.W. Webb,2019,2021,CB,CIN,29,3,10500000,3500000,2500000,2500000,23.81,2022
Gareon Conley,2017,2021,CB,OAK,23,4,10467424,2616856,8110048,8110048,77.48,2022
Jabrill Peppers,2017,2021,S,NYGSigned w/CLE,23,4,10341989,2585497,8001717,8001717,77.37,2022
Shaq Lawson,2016,2019,DE,BUF,24,4,10278977,2569744,9828976,9828976,95.62,2020
Darron Lee,2016,2019,ILB,NYJ,24,4,10221648,2555412,7927787,7927787,77.56,2020
Takkarist McKinley,2017,2021,DE,ATL,23,4,10216530,2554133,7893367,7893367,77.26,2022
Taven Bryan,2018,2021,DT,JAC,23,4,10154958,2538740,8515076,8515076,83.85,2023
Tre'Davious White,2017,2021,CB,BUF,24,4,10091110,2522778,7785050,7785050,77.15,2022
Taco Charlton,2017,2021,DE,DAL,24,4,10028388,2507097,7730881,7730881,77.09,2022
Terrell Suggs,2019,2019,OLB,ARI,36,2,10000000,5000000,7000000,7000000,70,2020
Johnathan Joseph,2018,2019,CB,HOU,35,2,10000000,5000000,3900000,3900000,39,2020
Tramon Williams,2018,2019,CB,GB,36,2,10000000,5000000,4750000,4750000,47.5,2020
Jason McCourty,2019,2020,CB,NE,31,2,10000000,5000000,5500000,5500000,55,2021
Bradley Roby,2019,2019,CB,HOU,27,1,10000000,10000000,9500000,9500000,95,2020
Terrance Mitchell,2018,2020,CB,CLE,26,3,10000000,3333333,3500000,4500000,45,2021
Darius Philon,2019,2020,DT,ARI,25,2,10000000,5000000,5000000,5000000,50,2021
Mike Hughes,2018,2021,CB,MIN,22,4,9867484,2466871,8209918,8209918,83.2,2023
Arik Armstead,2015,2019,DE,SF,25,4,9842630,2460658,9842630,9842630,100,2020
William Jackson,2016,2020,CB,CIN,26,4,9705644,2426411,7482147,7482147,77.09,2021
Artie Burns,2016,2019,CB,PIT,24,4,9590981,2397745,7383120,7383120,76.98,2020
Marcus Peters,2015,2019,CB,LARSigned w/KC,26,4,9584157,2396039,9584157,9584157,100,2020
Ryan Shazier,2014,2019,ILB,PIT,26,4,9507212,2376803,9507212,9507212,100,2020
Kenny Clark,2016,2020,DT,GB,23,4,9361646,2340412,7185058,7185058,76.75,2021
T.J. Watt,2017,2021,OLB,PIT,24,4,9258568,2314642,9258568,9258568,100,2022
Clay Matthews,2019,2020,OLB,LAR,32,2,9250000,4625000,5500000,5500000,59.46,2021
Bud Dupree,2015,2019,OLB,PIT,26,4,9222282,2305571,8631999,8631999,93.6,2020
Reuben Foster,2017,2021,ILB,WASSigned w/SF,25,4,9035309,2258827,6873222,6873222,76.07,2022
Ezekiel Ansah,2019,2019,DE,SEA,29,1,9000000,9000000,5500000,5500000,61.11,2020
Margus Hunt,2019,2020,DT,IND,31,2,9000000,4500000,4500000,4500000,50,2021
Akeem Spence,2017,2019,DT,MIASigned w/DET,27,3,9000000,3000000,3500000,3500000,38.89,2020
K'Waun Williams,2017,2020,CB,SF,27,3,8850000,2950000,3000000,4250000,48.02,2021
Shaq Thompson,2015,2019,OLB,CAR,25,4,8808724,2202181,7172534,7172534,81.43,2020
Jack Crawford,2017,2019,DT,ATL,30,3,8800000,2933333,3000000,3000000,34.09,2020
Byron Jones,2015,2019,CB,DAL,26,4,8601941,2150485,6993950,6993950,81.31,2020
Robert Nkemdiche,2016,2019,DE,ARI,24,4,8600601,2150150,8150600,8150600,94.77,2020
Johnathan Hankins,2019,2020,DT,OAK,27,2,8500000,4250000,5250000,5250000,61.76,2021
Vernon Butler,2016,2019,DT,CAR,24,4,8396514,2099129,7946514,7946514,94.64,2020
Anthony Chickillo,2019,2020,OLB,PIT,27,2,8001000,4000500,2915000,2915000,36.43,2021
Robert Quinn,2019,2019,DE,DAL,28,1,8000000,8000000,0,0,0,2020
Damarious Randall,2015,2019,FS,CLESigned w/GB,26,4,7915734,1978934,5966315,5966315,75.37,2020
Byron Murphy,2019,2022,CB,ARI,21,4,7675250,1918813,5304655,5304655,69.11,2023
Jeff Heath,2016,2019,SS,DAL,27,4,7671000,1917750,1800000,1800000,23.47,2020
Morgan Burnett,2019,2020,SS,CLE,30,2,7500000,3750000,3650000,3650000,48.67,2021
Jake Ryan,2019,2020,ILB,JAC,27,2,7500000,3750000,1000000,1000000,13.33,2021
Sean Bunting,2019,2022,CB,TB,0,4,7358258,1839565,4200926,4200926,57.09,2023
Jarrod Wilson,2019,2021,S,JAC,25,3,7250000,2416667,2200000,2200000,30.34,2022
Kevin King,2017,2020,CB,GB,24,4,7080884,1770221,4676592,4676592,66.05,2021
Tavon Wilson,2018,2019,SS,DET,29,2,7000000,3500000,3250000,3250000,46.43,2020
Chris Banjo,2019,2021,SS,NO,29,3,6900000,2300000,2650000,2650000,38.41,2022
Budda Baker,2017,2020,SS,ARI,23,4,6830005,1707501,3882732,3882732,56.85,2021
Barkevious Mingo,2018,2019,OLB,SEA,28,2,6800000,3400000,3200000,3200000,47.06,2020
Romeo Okwara,2018,2019,DE,DET,23,2,6800000,3400000,3425000,3425000,50.37,2020
Joejuan Williams,2019,2022,CB,NE,21,4,6611775,1652944,3624099,3624099,54.81,2023
Emmanuel Ogbah,2016,2019,DE,KCSigned w/CLE,25,4,6609641,1652410,4357450,4357450,65.93,2020
Ross Cockrell,2018,2019,CB,CAR,27,2,6600000,3300000,2400000,2400000,36.36,2020
Marcus Maye,2017,2020,FS,NYJ,25,4,6554039,1638510,3669485,3669485,55.99,2021
Antoine Bethea,2019,2020,FS,NYG,34,2,6500000,3250000,3475000,3475000,53.46,2021
Ronald Darby,2019,2019,CB,PHI,25,1,6500000,6500000,4500000,4500000,69.23,2020
Jaylon Smith,2016,2019,ILB,DAL,23,4,6494970,1623743,4421841,4421841,68.08,2020
Christian Jones,2018,2019,ILB,DET,28,2,6350000,3175000,2800000,2800000,44.09,2020
Myles Jack,2016,2019,ILB,JAC,23,4,6334441,1583610,3544795,3544795,55.96,2020
Josh Jackson,2018,2021,CB,GB,23,4,6256100,1564025,3874260,3874260,61.93,2022
Johnson Bademosi,2018,2019,CB,HOU,28,2,6250000,3125000,3250000,3250000,52,2020
Marcus Williams,2017,2020,FS,NO,22,4,6240438,1560110,3427157,3427157,54.92,2021
Chris Jones,2016,2019,DE,KC,24,4,6231229,1557807,3440039,3440039,55.21,2020
Marquise Blair,2019,2022,S,SEA,0,4,6223247,1555812,3323873,3323873,53.41,2023
Sidney Jones,2017,2020,CB,PHI,22,4,6140090,1535023,3349615,3349615,54.55,2021
Noah Spence,2016,2019,DE,TB,25,4,6036301,1509075,3314414,3314414,54.91,2020
Daren Bates,2017,2019,ILB,TEN,28,3,6000000,2000000,1000000,1000000,16.67,2020
Ben Banogu,2019,2022,DE,IND,23,4,5932210,1483053,3098980,3098980,52.24,2023
Reggie Ragland,2016,2019,ILB,KCSigned w/BUF,25,4,5841370,1460343,3163786,3163786,54.16,2020
Quincy Wilson,2017,2020,CB,IND,23,4,5766277,1441569,3060759,3060759,53.08,2021
Tyson Alualu,2019,2020,DT,PIT,31,2,5750000,2875000,1750000,1750000,30.43,2021
Damien Wilson,2019,2020,OLB,KC,25,2,5750000,2875000,2470000,2470000,42.96,2021
Kamalei Correa,2016,2019,ILB,TENSigned w/BAL,25,4,5749639,1437410,3092902,3092902,53.79,2020
Quinton Dunbar,2017,2020,CB,WAS,26,3,5700000,1900000,1000000,1000000,17.54,2021
Austin Johnson,2016,2019,DT,TEN,25,4,5662229,1415557,3025359,3025359,53.43,2020
Tyus Bowser,2017,2020,OLB,BAL,23,4,5575610,1393903,3378426,3378426,60.59,2021
L.J. Fort,2019,2021,ILB,PHI,29,3,5500000,1833333,1900000,1900000,34.55,2022
Lerentee McCray,2018,2019,OLB,JAC,28,2,5500000,2750000,2750000,2750000,50,2020
Ryan Anderson,2017,2020,OLB,WAS,24,4,5324723,1331181,2719559,2719559,51.07,2021
Cody Davis,2018,2019,FS,JAC,29,2,5250000,2625000,3250000,3250000,61.9,2020
A'Shawn Robinson,2016,2019,DT,DET,24,4,5233635,1308409,2694172,2694172,51.48,2020
